I'll help you implement the necessary changes to fix the issue where `lambdify(modules='mpmath')` doesn't wrap rationals properly. Let's start by exploring the repository structure and understanding the problem.

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">find /testbed -type f -name "*.py" | grep -E "(lambdify|mpmath)" | head -20</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>/testbed/sympy/plotting/experimental_lambdify.py
/testbed/sympy/utilities/tests/test_lambdify.py
/testbed/sympy/utilities/lambdify.py</function_results>

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here're the files and directories up to 2 levels deep in /testbed, excluding hidden items and node_modules:
220M	/testbed
29K	/testbed/AUTHORS
3.5K	/testbed/CODE_OF_CONDUCT.md
1.0K	/testbed/CONTRIBUTING.md
5.0K	/testbed/LICENSE
512	/testbed/MANIFEST.in
1.0K	/testbed/PULL_REQUEST_TEMPLATE.md
10K	/testbed/README.rst
79K	/testbed/bin
1.0K	/testbed/bin/ask_update.py
5.5K	/testbed/bin/authors_update.py
21K	/testbed/bin/coverage_doctest.py
4.0K	/testbed/bin/coverage_report.py
1.0K	/testbed/bin/diagnose_imports
3.5K	/testbed/bin/doctest
2.0K	/testbed/bin/generate_module_list.py
2.0K	/testbed/bin/generate_test_list.py
512	/testbed/bin/get_sympy.py
512	/testbed/bin/isympy
5.5K	/testbed/bin/mailmap_update.py
512	/testbed/bin/py.bench
3.0K	/testbed/bin/strip_whitespace
1.5K	/testbed/bin/sympy_time.py
3.5K	/testbed/bin/sympy_time_cache.py
5.0K	/testbed/bin/test
3.0K	/testbed/bin/test_external_imports.py
1.0K	/testbed/bin/test_import
512	/testbed/bin/test_import.py
4.0K	/testbed/bin/test_isolated
1.0K	/testbed/bin/test_setup.py
5.0K	/testbed/bin/test_travis.sh
2.5K	/testbed/conftest.py
21K	/testbed/data
17K	/testbed/data/TeXmacs
2.4M	/testbed/doc
5.0K	/testbed/doc/Makefile
1.0K	/testbed/doc/README.rst
9.0K	/testbed/doc/api
512	/testbed/doc/apidoc.conf
37K	/testbed/doc/cheatsheet
40K	/testbed/doc/ext
9.5K	/testbed/doc/generate_logos.py
29K	/testbed/doc/man
2.3M	/testbed/doc/src
848K	/testbed/examples
2.0K	/testbed/examples/README
58K	/testbed/examples/advanced
7.0K	/testbed/examples/all.py
38K	/testbed/examples/beginner
123K	/testbed/examples/intermediate
617K	/testbed/examples/notebooks
4.5K	/testbed/github_deploy_key.enc
11K	/testbed/isympy.py
93K	/testbed/release
1.0K	/testbed/release/Dockerfile
6.0K	/testbed/release/README.md
45K	/testbed/release/fabfile.py
512	/testbed/release/pull_and_run_rever.sh
512	/testbed/release/release.sh
35K	/testbed/release/rever.xsh
13K	/testbed/setup.py
512	/testbed/setupegg.py
24M	/testbed/sympy
62K	/testbed/sympy.egg-info
1.5K	/testbed/sympy.egg-info/PKG-INFO
54K	/testbed/sympy.egg-info/SOURCES.txt
512	/testbed/sympy.egg-info/dependency_links.txt
512	/testbed/sympy.egg-info/entry_points.txt
512	/testbed/sympy.egg-info/not-zip-safe
512	/testbed/sympy.egg-info/requires.txt
512	/testbed/sympy.egg-info/top_level.txt
3.0K	/testbed/sympy/__init__.py
4.0K	/testbed/sympy/abc.py
31K	/testbed/sympy/algebras
287K	/testbed/sympy/assumptions
21K	/testbed/sympy/benchmarks
107K	/testbed/sympy/calculus
167K	/testbed/sympy/categories
167K	/testbed/sympy/codegen
723K	/testbed/sympy/combinatorics
205K	/testbed/sympy/concrete
2.5K	/testbed/sympy/conftest.py
1.5M	/testbed/sympy/core
81K	/testbed/sympy/crypto
11K	/testbed/sympy/deprecated
88K	/testbed/sympy/diffgeom
63K	/testbed/sympy/discrete
59K	/testbed/sympy/external
1.1M	/testbed/sympy/functions
512	/testbed/sympy/galgebra.py
420K	/testbed/sympy/geometry
154K	/testbed/sympy/holonomic
7.4M	/testbed/sympy/integrals
54K	/testbed/sympy/interactive
82K	/testbed/sympy/liealgebras
157K	/testbed/sympy/logic
678K	/testbed/sympy/matrices
39K	/testbed/sympy/multipledispatch
246K	/testbed/sympy/ntheory
286K	/testbed/sympy/parsing
2.0M	/testbed/sympy/physics
310K	/testbed/sympy/plotting
2.6M	/testbed/sympy/polys
1.1M	/testbed/sympy/printing
512	/testbed/sympy/release.py
13K	/testbed/sympy/sandbox
273K	/testbed/sympy/series
248K	/testbed/sympy/sets
580K	/testbed/sympy/simplify
1.2M	/testbed/sympy/solvers
283K	/testbed/sympy/stats
53K	/testbed/sympy/strategies
370K	/testbed/sympy/tensor
1.0K	/testbed/sympy/this.py
33K	/testbed/sympy/unify
1.2M	/testbed/sympy/utilities
191K	/testbed/sympy/vector
2.5K	/testbed/tox.ini.sample
</function_results>

Now let's look at the lambdify module:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/sympy/utilities/lambdify.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here's the content of /testbed/sympy/utilities/lambdify.py with line numbers:
     1	"""
     2	This module provides convenient functions to transform sympy expressions to
     3	lambda functions which can be used to calculate numerical values very fast.
     4	"""
     5	
     6	from __future__ import print_function, division
     7	
     8	from functools import wraps
     9	import inspect
    10	import keyword
    11	import re
    12	import textwrap
    13	import linecache
    14	
    15	from sympy.core.compatibility import (exec_, is_sequence, iterable,
    16	    NotIterable, string_types, range, builtins, integer_types, PY3)
