I'll help you implement the necessary changes to fix the issue where viewcode creates pages for epub even when `viewcode_enable_epub=False` on `make html epub`. Let's start by exploring the repository structure and understanding the problem.

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">find /testbed -type f -name "*.py" | grep -E "(viewcode|epub)" | head -20</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>/testbed/tests/test_ext_viewcode.py
/testbed/tests/roots/test-ext-viewcode/conf.py
/testbed/tests/roots/test-ext-viewcode/spam/__init__.py
/testbed/tests/roots/test-ext-viewcode/spam/mod1.py
/testbed/tests/roots/test-ext-viewcode/spam/mod2.py
/testbed/tests/roots/test-ext-viewcode/spam/mod3.py
/testbed/tests/roots/test-epub-anchor-id/conf.py
/testbed/tests/roots/test-ext-viewcode-find/not_a_package/submodule.py
/testbed/tests/roots/test-ext-viewcode-find/not_a_package/__init__.py
/testbed/tests/roots/test-ext-viewcode-find/conf.py
/testbed/tests/test_build_epub.py
/testbed/sphinx/ext/viewcode.py
/testbed/sphinx/builders/_epub_base.py
/testbed/sphinx/builders/epub3.py</function_results>

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here're the files and directories up to 2 levels deep in /testbed, excluding hidden items and node_modules:
116M	/testbed
4.0K	/testbed/AUTHORS
255K	/testbed/CHANGES
42K	/testbed/CHANGES.old
3.5K	/testbed/CODE_OF_CONDUCT
1.0K	/testbed/CONTRIBUTING.rst
24K	/testbed/EXAMPLES
9.0K	/testbed/LICENSE
1.0K	/testbed/MANIFEST.in
2.0K	/testbed/Makefile
4.5K	/testbed/README.rst
71K	/testbed/Sphinx.egg-info
8.0K	/testbed/Sphinx.egg-info/PKG-INFO
56K	/testbed/Sphinx.egg-info/SOURCES.txt
512	/testbed/Sphinx.egg-info/dependency_links.txt
512	/testbed/Sphinx.egg-info/entry_points.txt
512	/testbed/Sphinx.egg-info/not-zip-safe
1.0K	/testbed/Sphinx.egg-info/requires.txt
512	/testbed/Sphinx.egg-info/top_level.txt
1.0K	/testbed/babel.cfg
1.0K	/testbed/bindep.txt
2.0M	/testbed/doc
1.0K	/testbed/doc/Makefile
1.2M	/testbed/doc/_static
12K	/testbed/doc/_templates
38K	/testbed/doc/_themes
512	/testbed/doc/changes.rst
6.0K	/testbed/doc/conf.py
512	/testbed/doc/contents.rst
7.5K	/testbed/doc/develop.rst
65K	/testbed/doc/development
512	/testbed/doc/examples.rst
80K	/testbed/doc/extdev
14K	/testbed/doc/faq.rst
4.5K	/testbed/doc/glossary.rst
22K	/testbed/doc/internals
35K	/testbed/doc/latex.rst
1.0K	/testbed/doc/make.bat
25K	/testbed/doc/man
14K	/testbed/doc/templating.rst
468K	/testbed/doc/usage
2.0K	/testbed/karma.conf.js
45K	/testbed/package-lock.json
512	/testbed/package.json
2.0K	/testbed/setup.cfg
8.5K	/testbed/setup.py
12M	/testbed/sphinx
2.5K	/testbed/sphinx/__init__.py
512	/testbed/sphinx/__main__.py
9.5K	/testbed/sphinx/__pycache__
13K	/testbed/sphinx/addnodes.py
53K	/testbed/sphinx/application.py
275K	/testbed/sphinx/builders
47K	/testbed/sphinx/cmd
21K	/testbed/sphinx/config.py
3.5K	/testbed/sphinx/deprecation.py
58K	/testbed/sphinx/directives
612K	/testbed/sphinx/domains
98K	/testbed/sphinx/environment
3.5K	/testbed/sphinx/errors.py
5.0K	/testbed/sphinx/events.py
469K	/testbed/sphinx/ext
2.5K	/testbed/sphinx/extension.py
6.0K	/testbed/sphinx/highlighting.py
8.5K	/testbed/sphinx/io.py
7.0K	/testbed/sphinx/jinja2glue.py
6.5M	/testbed/sphinx/locale
4.0K	/testbed/sphinx/parsers.py
4.0K	/testbed/sphinx/project.py
0	/testbed/sphinx/py.typed
41K	/testbed/sphinx/pycode
3.0K	/testbed/sphinx/pygments_styles.py
22K	/testbed/sphinx/registry.py
24K	/testbed/sphinx/roles.py
1.5M	/testbed/sphinx/search
7.0K	/testbed/sphinx/setup_command.py
75K	/testbed/sphinx/templates
31K	/testbed/sphinx/testing
169K	/testbed/sphinx/texinputs
6.5K	/testbed/sphinx/texinputs_win
886K	/testbed/sphinx/themes
8.5K	/testbed/sphinx/theming.py
75K	/testbed/sphinx/transforms
295K	/testbed/sphinx/util
6.0K	/testbed/sphinx/versioning.py
258K	/testbed/sphinx/writers
3.9M	/testbed/tests
0	/testbed/tests/__init__.py
7.0K	/testbed/tests/certs
1.5K	/testbed/tests/conftest.py
512	/testbed/tests/ext_napoleon_pep526_data_google.py
512	/testbed/tests/ext_napoleon_pep526_data_numpy.py
7.5K	/testbed/tests/js
2.9M	/testbed/tests/roots
4.0K	/testbed/tests/test_api_translator.py
5.0K	/testbed/tests/test_application.py
5.5K	/testbed/tests/test_build.py
1.5K	/testbed/tests/test_build_changes.py
2.0K	/testbed/tests/test_build_dirhtml.py
16K	/testbed/tests/test_build_epub.py
6.0K	/testbed/tests/test_build_gettext.py
75K	/testbed/tests/test_build_html.py
66K	/testbed/tests/test_build_latex.py
20K	/testbed/tests/test_build_linkcheck.py
2.5K	/testbed/tests/test_build_manpage.py
4.5K	/testbed/tests/test_build_texinfo.py
9.0K	/testbed/tests/test_build_text.py
1.5K	/testbed/tests/test_builder.py
3.0K	/testbed/tests/test_catalogs.py
11K	/testbed/tests/test_config.py
1.0K	/testbed/tests/test_correct_year.py
24K	/testbed/tests/test_directive_code.py
2.0K	/testbed/tests/test_directive_only.py
5.5K	/testbed/tests/test_directive_other.py
3.5K	/testbed/tests/test_directive_patch.py
1.5K	/testbed/tests/test_docutilsconf.py
24K	/testbed/tests/test_domain_c.py
59K	/testbed/tests/test_domain_cpp.py
11K	/testbed/tests/test_domain_js.py
45K	/testbed/tests/test_domain_py.py
6.0K	/testbed/tests/test_domain_rst.py
17K	/testbed/tests/test_domain_std.py
