I'll help you implement the necessary changes to fix the issue where `roc_curve` can return thresholds exceeding 1 when working with probability estimates. Let's start by exploring the repository structure and understanding the problem.

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">find /testbed -type f -name "*.py" | grep -E "(roc|ranking)" | head -20</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>/testbed/sklearn/gaussian_process/__init__.py
/testbed/sklearn/gaussian_process/tests/__init__.py
/testbed/sklearn/gaussian_process/tests/test_kernels.py
/testbed/sklearn/gaussian_process/tests/test_gpr.py
/testbed/sklearn/gaussian_process/tests/_mini_sequence_kernel.py
/testbed/sklearn/gaussian_process/tests/test_gpc.py
/testbed/sklearn/gaussian_process/_gpr.py
/testbed/sklearn/gaussian_process/_gpc.py
/testbed/sklearn/gaussian_process/kernels.py
/testbed/sklearn/metrics/tests/test_ranking.py
/testbed/sklearn/metrics/_ranking.py
/testbed/sklearn/metrics/_plot/tests/test_roc_curve_display.py
/testbed/sklearn/metrics/_plot/roc_curve.py
/testbed/sklearn/preprocessing/_discretization.py
/testbed/sklearn/preprocessing/_encoders.py
/testbed/sklearn/preprocessing/__init__.py
/testbed/sklearn/preprocessing/tests/test_function_transformer.py
/testbed/sklearn/preprocessing/tests/test_polynomial.py
/testbed/sklearn/preprocessing/tests/__init__.py
/testbed/sklearn/preprocessing/tests/test_encoders.py</function_results>

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here're the files and directories up to 2 levels deep in /testbed, excluding hidden items and node_modules:
357M	/testbed
1.0K	/testbed/CODE_OF_CONDUCT.md
2.5K	/testbed/CONTRIBUTING.md
1.5K	/testbed/COPYING
1.0K	/testbed/MANIFEST.in
2.0K	/testbed/Makefile
7.5K	/testbed/README.rst
1.0K	/testbed/SECURITY.md
55K	/testbed/asv_benchmarks
7.0K	/testbed/asv_benchmarks/asv.conf.json
44K	/testbed/asv_benchmarks/benchmarks
11K	/testbed/azure-pipelines.yml
236K	/testbed/benchmarks
3.5K	/testbed/benchmarks/bench_20newsgroups.py
7.5K	/testbed/benchmarks/bench_covertype.py
2.0K	/testbed/benchmarks/bench_feature_expansions.py
1.5K	/testbed/benchmarks/bench_glm.py
4.0K	/testbed/benchmarks/bench_glmnet.py
9.5K	/testbed/benchmarks/bench_hist_gradient_boosting.py
3.5K	/testbed/benchmarks/bench_hist_gradient_boosting_adult.py
3.0K	/testbed/benchmarks/bench_hist_gradient_boosting_categorical_only.py
4.5K	/testbed/benchmarks/bench_hist_gradient_boosting_higgsboson.py
11K	/testbed/benchmarks/bench_hist_gradient_boosting_threading.py
5.5K	/testbed/benchmarks/bench_isolation_forest.py
3.5K	/testbed/benchmarks/bench_isotonic.py
5.5K	/testbed/benchmarks/bench_kernel_pca_solvers_time_vs_n_components.py
6.0K	/testbed/benchmarks/bench_kernel_pca_solvers_time_vs_n_samples.py
3.5K	/testbed/benchmarks/bench_lasso.py
3.5K	/testbed/benchmarks/bench_lof.py
7.0K	/testbed/benchmarks/bench_mnist.py
7.0K	/testbed/benchmarks/bench_multilabel_metrics.py
9.5K	/testbed/benchmarks/bench_online_ocsvm.py
4.5K	/testbed/benchmarks/bench_plot_fastkmeans.py
2.5K	/testbed/benchmarks/bench_plot_hierarchical.py
5.5K	/testbed/benchmarks/bench_plot_incremental_pca.py
4.0K	/testbed/benchmarks/bench_plot_lasso_path.py
6.0K	/testbed/benchmarks/bench_plot_neighbors.py
16K	/testbed/benchmarks/bench_plot_nmf.py
4.5K	/testbed/benchmarks/bench_plot_omp_lars.py
1.5K	/testbed/benchmarks/bench_plot_parallel_pairwise.py
6.0K	/testbed/benchmarks/bench_plot_polynomial_kernel_approximation.py
18K	/testbed/benchmarks/bench_plot_randomized_svd.py
3.0K	/testbed/benchmarks/bench_plot_svd.py
1.5K	/testbed/benchmarks/bench_plot_ward.py
8.5K	/testbed/benchmarks/bench_random_projections.py
8.0K	/testbed/benchmarks/bench_rcv1_logreg_convergence.py
11K	/testbed/benchmarks/bench_saga.py
7.5K	/testbed/benchmarks/bench_sample_without_replacement.py
5.5K	/testbed/benchmarks/bench_sgd_regression.py
3.5K	/testbed/benchmarks/bench_sparsify.py
2.0K	/testbed/benchmarks/bench_text_vectorizers.py
4.0K	/testbed/benchmarks/bench_tree.py
6.5K	/testbed/benchmarks/bench_tsne_mnist.py
1.0K	/testbed/benchmarks/plot_tsne_mnist.py
53M	/testbed/build
23M	/testbed/build/lib.linux-x86_64-cpython-39
30M	/testbed/build/temp.linux-x86_64-cpython-39
356K	/testbed/build_tools
512	/testbed/build_tools/Makefile
202K	/testbed/build_tools/azure
74K	/testbed/build_tools/circle
25K	/testbed/build_tools/cirrus
512	/testbed/build_tools/codespell_ignore_words.txt
6.5K	/testbed/build_tools/generate_authors_table.py
14K	/testbed/build_tools/github
2.0K	/testbed/build_tools/linting.sh
1.5K	/testbed/build_tools/shared.sh
20K	/testbed/build_tools/update_environments_and_lock_files.py
7.5K	/testbed/build_tools/wheels
512	/testbed/conftest.py
6.3M	/testbed/doc
4.5K	/testbed/doc/Makefile
512	/testbed/doc/README.md
16K	/testbed/doc/about.rst
4.5K	/testbed/doc/authors.rst
1.0K	/testbed/doc/authors_emeritus.rst
4.5K	/testbed/doc/binder
25K	/testbed/doc/common_pitfalls.rst
1.0K	/testbed/doc/communication_team.rst
512	/testbed/doc/communication_team_emeritus.rst
41K	/testbed/doc/computing
512	/testbed/doc/computing.rst
23K	/testbed/doc/conf.py
5.5K	/testbed/doc/conftest.py
512	/testbed/doc/contents.rst
2.0K	/testbed/doc/contributor_experience_team.rst
512	/testbed/doc/contributor_experience_team_emeritus.rst
1.5K	/testbed/doc/data_transforms.rst
23K	/testbed/doc/datasets
3.0K	/testbed/doc/datasets.rst
210K	/testbed/doc/developers
512	/testbed/doc/dispatching.rst
22K	/testbed/doc/faq.rst
11K	/testbed/doc/getting_started.rst
86K	/testbed/doc/glossary.rst
10K	/testbed/doc/governance.rst
2.2M	/testbed/doc/images
6.5K	/testbed/doc/includes
1.5K	/testbed/doc/inspection.rst
15K	/testbed/doc/install.rst
371K	/testbed/doc/logos
3.5K	/testbed/doc/make.bat
7.0K	/testbed/doc/model_persistence.rst
512	/testbed/doc/model_selection.rst
1.2M	/testbed/doc/modules
1.0K	/testbed/doc/preface.rst
3.5K	/testbed/doc/presentations.rst
17K	/testbed/doc/related_projects.rst
12K	/testbed/doc/roadmap.rst
26K	/testbed/doc/sphinxext
1.0K	/testbed/doc/supervised_learning.rst
