I'll start by exploring the repository structure to understand how the VotingClassifier is implemented and where the issue might be.

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">find /testbed -type f -name "*.py" | grep -E "(voting|ensemble)" | head -20</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>/testbed/sklearn/ensemble/setup.py
/testbed/sklearn/ensemble/bagging.py
/testbed/sklearn/ensemble/__init__.py
/testbed/sklearn/ensemble/_hist_gradient_boosting/__init__.py
/testbed/sklearn/ensemble/_hist_gradient_boosting/binning.py
/testbed/sklearn/ensemble/_hist_gradient_boosting/gradient_boosting.py
/testbed/sklearn/ensemble/_hist_gradient_boosting/grower.py
/testbed/sklearn/ensemble/_hist_gradient_boosting/loss.py
/testbed/sklearn/ensemble/_hist_gradient_boosting/predictor.py
/testbed/sklearn/ensemble/_hist_gradient_boosting/tests/test_grower.py
/testbed/sklearn/ensemble/_hist_gradient_boosting/tests/test_compare_lightgbm.py
/testbed/sklearn/ensemble/_hist_gradient_boosting/tests/test_predictor.py
/testbed/sklearn/ensemble/_hist_gradient_boosting/tests/test_gradient_boosting.py
/testbed/sklearn/ensemble/_hist_gradient_boosting/tests/test_binning.py
/testbed/sklearn/ensemble/_hist_gradient_boosting/tests/test_histogram.py
/testbed/sklearn/ensemble/_hist_gradient_boosting/tests/test_splitting.py
/testbed/sklearn/ensemble/_hist_gradient_boosting/tests/test_loss.py
/testbed/sklearn/ensemble/_gb_losses.py
/testbed/sklearn/ensemble/gradient_boosting.py
/testbed/sklearn/ensemble/voting.py</function_results>

Great! I found the voting.py file. Let's examine it:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/sklearn/ensemble</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here're the files and directories up to 2 levels deep in /testbed/sklearn/ensemble, excluding hidden items and node_modules:
16M	/testbed/sklearn/ensemble
1.5K	/testbed/sklearn/ensemble/__init__.py
5.5K	/testbed/sklearn/ensemble/__pycache__
1.5K	/testbed/sklearn/ensemble/__pycache__/setup.cpython-36.pyc
31K	/testbed/sklearn/ensemble/_gb_losses.py
979K	/testbed/sklearn/ensemble/_gradient_boosting.c
977K	/testbed/sklearn/ensemble/_gradient_boosting.cpython-36m-x86_64-linux-gnu.so
10K	/testbed/sklearn/ensemble/_gradient_boosting.pyx
14M	/testbed/sklearn/ensemble/_hist_gradient_boosting
512	/testbed/sklearn/ensemble/_hist_gradient_boosting/__init__.py
834K	/testbed/sklearn/ensemble/_hist_gradient_boosting/_binning.c
829K	/testbed/sklearn/ensemble/_hist_gradient_boosting/_binning.cpython-36m-x86_64-linux-gnu.so
2.0K	/testbed/sklearn/ensemble/_hist_gradient_boosting/_binning.pyx
849K	/testbed/sklearn/ensemble/_hist_gradient_boosting/_gradient_boosting.c
851K	/testbed/sklearn/ensemble/_hist_gradient_boosting/_gradient_boosting.cpython-36m-x86_64-linux-gnu.so
2.0K	/testbed/sklearn/ensemble/_hist_gradient_boosting/_gradient_boosting.pyx
876K	/testbed/sklearn/ensemble/_hist_gradient_boosting/_loss.c
859K	/testbed/sklearn/ensemble/_hist_gradient_boosting/_loss.cpython-36m-x86_64-linux-gnu.so
3.5K	/testbed/sklearn/ensemble/_hist_gradient_boosting/_loss.pyx
848K	/testbed/sklearn/ensemble/_hist_gradient_boosting/_predictor.c
836K	/testbed/sklearn/ensemble/_hist_gradient_boosting/_predictor.cpython-36m-x86_64-linux-gnu.so
3.0K	/testbed/sklearn/ensemble/_hist_gradient_boosting/_predictor.pyx
6.0K	/testbed/sklearn/ensemble/_hist_gradient_boosting/binning.py
38K	/testbed/sklearn/ensemble/_hist_gradient_boosting/gradient_boosting.py
19K	/testbed/sklearn/ensemble/_hist_gradient_boosting/grower.py
1.2M	/testbed/sklearn/ensemble/_hist_gradient_boosting/histogram.c
1.1M	/testbed/sklearn/ensemble/_hist_gradient_boosting/histogram.cpython-36m-x86_64-linux-gnu.so
19K	/testbed/sklearn/ensemble/_hist_gradient_boosting/histogram.pyx
9.5K	/testbed/sklearn/ensemble/_hist_gradient_boosting/loss.py
2.0K	/testbed/sklearn/ensemble/_hist_gradient_boosting/predictor.py
1.2M	/testbed/sklearn/ensemble/_hist_gradient_boosting/splitting.c
1.2M	/testbed/sklearn/ensemble/_hist_gradient_boosting/splitting.cpython-36m-x86_64-linux-gnu.so
22K	/testbed/sklearn/ensemble/_hist_gradient_boosting/splitting.pyx
69K	/testbed/sklearn/ensemble/_hist_gradient_boosting/tests
197K	/testbed/sklearn/ensemble/_hist_gradient_boosting/types.c
82K	/testbed/sklearn/ensemble/_hist_gradient_boosting/types.cpython-36m-x86_64-linux-gnu.so
512	/testbed/sklearn/ensemble/_hist_gradient_boosting/types.pxd
1.0K	/testbed/sklearn/ensemble/_hist_gradient_boosting/types.pyx
895K	/testbed/sklearn/ensemble/_hist_gradient_boosting/utils.c
931K	/testbed/sklearn/ensemble/_hist_gradient_boosting/utils.cpython-36m-x86_64-linux-gnu.so
5.5K	/testbed/sklearn/ensemble/_hist_gradient_boosting/utils.pyx
39K	/testbed/sklearn/ensemble/bagging.py
5.5K	/testbed/sklearn/ensemble/base.py
82K	/testbed/sklearn/ensemble/forest.py
97K	/testbed/sklearn/ensemble/gradient_boosting.py
20K	/testbed/sklearn/ensemble/iforest.py
16K	/testbed/sklearn/ensemble/partial_dependence.py
2.5K	/testbed/sklearn/ensemble/setup.py
222K	/testbed/sklearn/ensemble/tests
0	/testbed/sklearn/ensemble/tests/__init__.py
35K	/testbed/sklearn/ensemble/tests/test_bagging.py
5.5K	/testbed/sklearn/ensemble/tests/test_base.py
49K	/testbed/sklearn/ensemble/tests/test_forest.py
54K	/testbed/sklearn/ensemble/tests/test_gradient_boosting.py
10K	/testbed/sklearn/ensemble/tests/test_gradient_boosting_loss_functions.py
15K	/testbed/sklearn/ensemble/tests/test_iforest.py
9.5K	/testbed/sklearn/ensemble/tests/test_partial_dependence.py
22K	/testbed/sklearn/ensemble/tests/test_voting.py
19K	/testbed/sklearn/ensemble/tests/test_weight_boosting.py
18K	/testbed/sklearn/ensemble/voting.py
42K	/testbed/sklearn/ensemble/weight_boosting.py
</function_results>

Now let's look at the voting.py file:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/sklearn/ensemble/voting.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here's the content of /testbed/sklearn/ensemble/voting.py with line numbers:
     1	"""
     2	Soft Voting/Majority Rule classifier and Voting regressor.
     3	
     4	This module contains:
     5	 - A Soft Voting/Majority Rule classifier for classification estimators.
     6	 - A Voting regressor for regression estimators.
     7	"""
     8	
     9	# Authors: Sebastian Raschka <se.raschka@gmail.com>,
    10	#          Gilles Louppe <g.louppe@gmail.com>,
    11	#          Ramil Nugmanov <stsouko@live.ru>
    12	#          Mohamed Ali Jamaoui <m.ali.jamaoui@gmail.com>
    13	#
    14	# License: BSD 3 clause
    15	
    16	import numpy as np
    17	from abc import abstractmethod
    18	
    19	from ..base import ClassifierMixin
    20	from ..base import RegressorMixin
    21	from ..base import TransformerMixin
    22	from ..base import clone
    23	from ..preprocessing import LabelEncoder
    24	from ..utils._joblib import Parallel, delayed
    25	from ..utils.validation import has_fit_parameter, check_is_fitted
    26	from ..utils.metaestimators import _BaseComposition
    27	from ..utils import Bunch
    28	
    29	
    30	def _parallel_fit_estimator(estimator, X, y, sample_weight=None):
    31	    """Private function used to fit an estimator within a job."""
    32	    if sample_weight is not None:
    33	        estimator.fit(X, y, sample_weight=sample_weight)
    34	    else:
    35	        estimator.fit(X, y)
    36	    return estimator
    37	
    38	
    39	class _BaseVoting(_BaseComposition, TransformerMixin):
    40	    """Base class for voting.
    41	
    42	    Warning: This class should not be used directly. Use derived classes
    43	    instead.
    44	    """
    45	    _required_parameters = ['estimators']
    46	
    47	    @property
    48	    def named_estimators(self):
    49	        return Bunch(**dict(self.estimators))
    50	
    51	    @property
    52	    def _weights_not_none(self):
    53	        """Get the weights of not `None` estimators"""
    54	        if self.weights is None:
    55	            return None
    56	        return [w for est, w in zip(self.estimators,
    57	                                    self.weights) if est[1] is not None]
    58	
    59	    def _predict(self, X):
    60	        """Collect results from clf.predict calls. """
    61	        return np.asarray([clf.predict(X) for clf in self.estimators_]).T
    62	
    63	    @abstractmethod
    64	    def fit(self, X, y, sample_weight=None):
    65	        """
    66	        common fit operations.
    67	        """
    68	        if self.estimators is None or len(self.estimators) == 0:
    69	            raise AttributeError('Invalid `estimators` attribute, `estimators`'
    70	                                 ' should be a list of (string, estimator)'
    71	                                 ' tuples')
    72	
    73	        if (self.weights is not None and
    74	                len(self.weights) != len(self.estimators)):
    75	            raise ValueError('Number of `estimators` and weights must be equal'
    76	                             '; got %d weights, %d estimators'
    77	                             % (len(self.weights), len(self.estimators)))
    78	
    79	        if sample_weight is not None:
    80	            for name, step in self.estimators:
    81	                if not has_fit_parameter(step, 'sample_weight'):
    82	                    raise ValueError('Underlying estimator \'%s\' does not'
    83	                                     ' support sample weights.' % name)
    84	
    85	        names, clfs = zip(*self.estimators)
    86	        self._validate_names(names)
    87	
    88	        n_isnone = np.sum([clf is None for _, clf in self.estimators])
    89	        if n_isnone == len(self.estimators):
    90	            raise ValueError('All estimators are None. At least one is '
    91	                             'required!')
    92	
    93	        self.estimators_ = Parallel(n_jobs=self.n_jobs)(
    94	                delayed(_parallel_fit_estimator)(clone(clf), X, y,
    95	                                                 sample_weight=sample_weight)
    96	                for clf in clfs if clf is not None)
    97	
    98	        self.named_estimators_ = Bunch()
    99	        for k, e in zip(self.estimators, self.estimators_):
   100	            self.named_estimators_[k[0]] = e
   101	        return self
   102	
   103	    def set_params(self, **params):
   104	        """ Setting the parameters for the ensemble estimator
   105	
   106	        Valid parameter keys can be listed with get_params().
   107	
   108	        Parameters
   109	        ----------
   110	        **params : keyword arguments
   111	            Specific parameters using e.g. set_params(parameter_name=new_value)
   112	            In addition, to setting the parameters of the ensemble estimator,
   113	            the individual estimators of the ensemble estimator can also be
   114	            set or replaced by setting them to None.
   115	
   116	        Examples
   117	        --------
   118	        # In this example, the RandomForestClassifier is removed
   119	        clf1 = LogisticRegression()
   120	        clf2 = RandomForestClassifier()
   121	        eclf = VotingClassifier(estimators=[('lr', clf1), ('rf', clf2)]
   122	        eclf.set_params(rf=None)
   123	        """
   124	        return self._set_params('estimators', **params)
   125	
   126	    def get_params(self, deep=True):
   127	        """ Get the parameters of the ensemble estimator
   128	
   129	        Parameters
   130	        ----------
   131	        deep : bool
   132	            Setting it to True gets the various estimators and the parameters
   133	            of the estimators as well
   134	        """
   135	        return self._get_params('estimators', deep=deep)
   136	
   137	
   138	class VotingClassifier(_BaseVoting, ClassifierMixin):
   139	    """Soft Voting/Majority Rule classifier for unfitted estimators.
   140	
   141	    .. versionadded:: 0.17
   142	
   143	    Read more in the :ref:`User Guide <voting_classifier>`.
   144	
   145	    Parameters
   146	    ----------
   147	    estimators : list of (string, estimator) tuples
   148	        Invoking the ``fit`` method on the ``VotingClassifier`` will fit clones
   149	        of those original estimators that will be stored in the class attribute
   150	        ``self.estimators_``. An estimator can be set to `None` using
   151	        ``set_params``.
   152	
   153	    voting : str, {'hard', 'soft'} (default='hard')
   154	        If 'hard', uses predicted class labels for majority rule voting.
   155	        Else if 'soft', predicts the class label based on the argmax of
   156	        the sums of the predicted probabilities, which is recommended for
   157	        an ensemble of well-calibrated classifiers.
   158	
   159	    weights : array-like, shape (n_classifiers,), optional (default=`None`)
   160	        Sequence of weights (`float` or `int`) to weight the occurrences of
   161	        predicted class labels (`hard` voting) or class probabilities
